gene_id,gene_symbol,chr,gene_length
gene_16789,SNORD116-24,chr15,94
gene_16790,SNORD116-25,chr15,94
gene_16791,SNORD116-26,chr15,2170
gene_16792,SNORD116-27,,
gene_16793,SNORD116-28,chr15,93
gene_16794,SNORD116-29,chr15,85
gene_16795,SNORD116-2,chr15,2956
gene_16796,SNORD116-3,chr15,194
gene_16797,SNORD116-4,chr15,98
gene_16798,SNORD116-5,chr15,97
gene_16799,SNORD116-8,chr15,97
gene_16800,SNORD117,chr6,76
gene_16801,SNORD119,chr20,96
gene_16802,SNORD11B,chr2,112
gene_16803,SNORD11,chr2,84
gene_16804,SNORD121A,chr9,91
gene_16805,SNORD121B,,
gene_16806,SNORD123,chr5,88
gene_16807,SNORD124,,
gene_16808,SNORD125,,
gene_16809,SNORD126,chr14,99
gene_16810,SNORD127,chr14,99
gene_16811,SNORD12B,chr20,103
gene_16812,SNORD12C,chr20,79
gene_16813,SNORD12,chr20,90
gene_16814,SNORD15A,chr11,148
gene_16815,SNORD15B,chr11,146
gene_16816,SNORD16,chr15,100
gene_16817,SNORD17,chr20,237
gene_16818,SNORD18A,chr15,70
gene_16819,SNORD18B,chr15,70
gene_16820,SNORD18C,chr15,67
gene_16821,SNORD19B,chr3,93
gene_16822,SNORD19,chr3,76
gene_16823,SNORD1A,chr17,74
gene_16824,SNORD1B,chr17,86
gene_16825,SNORD1C,chr17,78
gene_16826,SNORD20,chr2,80
gene_16827,SNORD21,chr1,95
gene_16828,SNORD22,chr11,126
gene_16829,SNORD23,chr19,110
gene_16830,SNORD24,chr9,75
gene_16831,SNORD25,chr11,67
gene_16832,SNORD26,chr11,75
gene_16833,SNORD27,chr11,72
gene_16834,SNORD28,chr11,75
gene_16835,SNORD29,chr11,65
gene_16836,SNORD2,chr3,70
gene_16837,SNORD30,chr11,70
gene_16838,SNORD31,chr11,68
gene_16839,SNORD32A,chr19,82
gene_16840,SNORD32B,chr6,77
gene_16841,SNORD33,chr19,83
gene_16842,SNORD34,chr19,66
gene_16843,SNORD35A,chr19,86
gene_16844,SNORD35B,chr19,87
gene_16845,SNORD36A,chr9,72
gene_16846,SNORD36B,chr9,71
gene_16847,SNORD36C,chr9,67
gene_16848,SNORD37,chr19,66
gene_16849,SNORD38A,chr1,71
gene_16850,SNORD38B,chr1,69
gene_16851,SNORD41,chr19,70
gene_16852,SNORD42A,chr17,63
gene_16853,SNORD42B,chr17,67
gene_16854,SNORD43,chr22,62
gene_16855,SNORD44,chr1,61
gene_16856,SNORD45A,chr1,84
gene_16857,SNORD45B,chr1,71
gene_16858,SNORD45C,chr1,78
gene_16859,SNORD46,chr1,98
gene_16860,SNORD47,chr1,77
gene_16861,SNORD48,chr6,64
gene_16862,SNORD49A,chr17,71
gene_16863,SNORD49B,chr17,48
gene_16864,SNORD4A,chr17,72
gene_16865,SNORD4B,chr17,74
gene_16866,SNORD50A,chr6,75
gene_16867,SNORD50B,chr6,71
gene_16868,SNORD51,chr2,70
gene_16869,SNORD52,chr6,64
gene_16870,SNORD53,chr2,76
gene_16871,SNORD54,chr8,63
gene_16872,SNORD55,chr1,74
gene_16873,SNORD56B,chr14,71
gene_16874,SNORD56,,
gene_16875,SNORD57,,
gene_16876,SNORD58A,chr18,65
gene_16877,SNORD58C,chr18,90
gene_16878,SNORD59A,chr12,75
gene_16879,SNORD59B,chr12,75
gene_16880,SNORD5,chr11,73
gene_16881,SNORD60,chr16,83
gene_16882,SNORD61,chrX,73
gene_16883,SNORD62A,chr9,172
gene_16884,SNORD63,chr5,68
gene_16885,SNORD65,chr17,73
gene_16886,SNORD66,chr3,76
gene_16887,SNORD67,chr11,111
gene_16888,SNORD68,chr16,72
gene_16889,SNORD69,chr3,77
gene_16890,SNORD6,,
gene_16891,SNORD70,chr2,88
gene_16892,SNORD71,chr16,86
gene_16893,SNORD72,chr5,80
gene_16894,SNORD73A,chr4,65
gene_16895,SNORD74,chr1,72
gene_16896,SNORD75,chr1,60
gene_16897,SNORD76,chr1,81
gene_16898,SNORD77,chr1,61
gene_16899,SNORD78,chr1,54
gene_16900,SNORD79,chr1,81
gene_16901,SNORD7,chr17,97
gene_16902,SNORD80,chr1,71
gene_16903,SNORD81,chr1,43
gene_16904,SNORD82,chr2,75
gene_16905,SNORD84,chr6,78
gene_16906,SNORD85,chr1,75
gene_16907,SNORD86,,
gene_16908,SNORD87,chr8,76
gene_16909,SNORD88A,chr19,97
gene_16910,SNORD88B,chr19,97
gene_16911,SNORD88C,chr19,97
gene_16912,SNORD89,chr2,114
gene_16913,SNORD8,chr14,109
gene_16914,SNORD90,chr9,107
gene_16915,SNORD91A,chr17,92
gene_16916,SNORD91B,chr17,86
gene_16917,SNORD92,chr2,89
gene_16918,SNORD93,chr7,74
gene_16919,SNORD94,chr2,137
gene_16920,SNORD95,chr5,63
gene_16921,SNORD96A,chr5,72
gene_16922,SNORD96B,chrX,72
gene_16923,SNORD97,chr11,142
gene_16924,SNORD98,chr10,67
gene_16925,SNORD99,chr1,80
gene_16926,SNORD9,chr14,103
gene_16927,SNPH,chr20,5668
gene_16928,SNRK,chr3,6457
gene_16929,SNRNP200,chr2,11438
gene_16930,SNRNP25,chr16,1086
gene_16931,SNRNP27,chr2,2335
gene_16932,SNRNP35,chr12,2595
gene_16933,SNRNP40,chr1,2355
gene_16934,SNRNP48,chr6,8793
gene_16935,SNRNP70,chr19,4275
gene_16936,SNRPA1,chr15,1059
gene_16937,SNRPA,chr19,1629
gene_16938,SNRPB2,chr20,1782
gene_16939,SNRPB,chr20,3636
gene_16940,SNRPC,chr6,1333
gene_16941,SNRPD1,chr18,1600
gene_16942,SNRPD2,chr19,868
gene_16943,SNRPD3,chr22,2384
gene_16944,SNRPE,chr1,1733
gene_16945,SNRPF,chr12,793
gene_16946,SNRPG,chr2,1337
gene_16947,SNRPN,chr15,3976
gene_16948,SNTA1,chr20,2454
gene_16949,SNTB1,chr8,6080
gene_16950,SNTB2,chr16,9771
gene_16951,SNTG1,chr8,2337
gene_16952,SNTG2,chr2,3165
gene_16953,SNTN,chr3,1584
gene_16954,SNUPN,chr15,2937
gene_16955,SNURF,chr15,1439
gene_16956,SNW1,chr14,2835
gene_16957,SNX10,chr7,3294
gene_16958,SNX11,chr17,2598
gene_16959,SNX12,chrX,3237
gene_16960,SNX13,chr7,14757
gene_16961,SNX14,chr6,5394
gene_16962,SNX15,,
gene_16963,SNX16,chr8,3456
gene_16964,SNX17,chr2,3167
gene_16965,SNX18,chr5,10429
gene_16966,SNX19,chr11,6947
gene_16967,SNX1,chr15,14998
gene_16968,SNX20,chr16,7745
gene_16969,SNX21,chr20,5791
gene_16970,SNX22,chr15,7875
gene_16971,SNX24,chr5,2480
gene_16972,SNX25,chr4,3972
gene_16973,SNX27,chr1,8217
gene_16974,SNX29,chr16,9771
gene_16975,SNX2,chr5,7326
gene_16976,SNX30,chr9,7864
gene_16977,SNX31,chr8,2613
gene_16978,SNX32,chr11,3122
gene_16979,SNX33,chr15,3829
gene_16980,SNX3,chr6,1551
gene_16981,SNX4,chr3,2530
gene_16982,SNX5,chr20,3930
gene_16983,SNX6,chr14,3356
gene_16984,SNX7,chr1,1897
gene_16985,SNX8,chr7,4727
gene_16986,SNX9,chr6,4200
gene_16987,SOAT1,chr1,7157
gene_16988,SOAT2,chr12,2073
gene_16989,SOBP,chr6,8089
gene_16990,SOCS1,chr16,1216
gene_16991,SOCS2,chr12,8026
gene_16992,SOCS3,chr17,2734
gene_16993,SOCS4,chr14,7012
gene_16994,SOCS5,chr2,4662
gene_16995,SOCS6,chr18,5896
gene_16996,SOCS7,chr17,8827
gene_16997,SOD1,chr21,965
gene_16998,SOD2,chr6,3809
gene_16999,SOD3,chr4,1529
gene_17000,SOHLH1,chr9,2462
gene_17001,SOHLH2,chr13,2193
gene_17002,SOLH,chr16,7940
gene_17003,SON,chr21,15920
gene_17004,SORBS1,chr10,11242
gene_17005,SORBS2,chr4,9631
gene_17006,SORBS3,chr8,3330
gene_17007,SORCS1,chr10,12631
gene_17008,SORCS2,chr4,6297
gene_17009,SORCS3,chr10,6179
gene_17010,SORD,chr15,3882
gene_17011,SORL1,chr11,11831
gene_17012,SORT1,chr1,7481
gene_17013,SOS1,chr2,12617
gene_17014,SOS2,chr14,6678
gene_17015,SOSTDC1,chr7,2473
gene_17016,SOST,chr17,2300
gene_17017,SOX10,chr22,3914
gene_17018,SOX11,chr2,8719
gene_17019,SOX12,chr20,4658
gene_17020,SOX13,chr1,6724
gene_17021,SOX14,chr3,2039
gene_17022,SOX15,chr17,2075
gene_17023,SOX17,chr8,2350
gene_17024,SOX18,chr20,1705
gene_17025,SOX1,chr13,4108
gene_17026,SOX21,chr13,2511
gene_17027,SOX2OT,chr3,4083
gene_17028,SOX2,chr3,2512
gene_17029,SOX30,chr5,3471
gene_17030,SOX3,chrX,2074
gene_17031,SOX4,chr6,4878
gene_17032,SOX5,chr12,5960
gene_17033,SOX6,chr11,19096
gene_17034,SOX7,chr8,3643
gene_17035,SOX8,chr16,3049
gene_17036,SOX9,chr17,3934
gene_17037,SP100,chr2,8010
gene_17038,SP110,chr2,3248
gene_17039,SP140L,chr2,5218
gene_17040,SP140,chr2,3982
gene_17041,SP1,chr12,9067
gene_17042,SP2,chr17,3432
gene_17043,SP3,chr2,6932
gene_17044,SP4,chr7,7321
gene_17045,SP5,chr2,1947
gene_17046,SP6,chr17,4026
gene_17047,SP7,chr12,3116
gene_17048,SP8,chr7,3729
gene_17049,SP9,chr2,1455
gene_17050,SPA17,chr11,937
gene_17051,SPACA1,chr6,1499
gene_17052,SPACA3,chr17,1155
gene_17053,SPACA4,chr19,972
gene_17054,SPACA5,chrX,1468
gene_17055,SPAG11A,chr8,1233
gene_17056,SPAG11B,chr8,2196
gene_17057,SPAG16,chr2,8143
gene_17058,SPAG17,chr1,8782
gene_17059,SPAG1,chr8,4600
gene_17060,SPAG4,chr20,1778
gene_17061,SPAG5,chr17,3808
gene_17062,SPAG6,chr10,3427
gene_17063,SPAG7,chr17,1716
gene_17064,SPAG8,chr9,2332
gene_17065,SPAG9,chr17,9918
gene_17066,SPAM1,chr7,3680
gene_17067,SPANXA2,chrX,836
gene_17068,SPANXB2,,
gene_17069,SPANXC,chrX,536
gene_17070,SPANXE,chrX,441
gene_17071,SPANXN1,chrX,613
gene_17072,SPANXN2,chrX,1377
gene_17073,SPANXN3,chrX,594
gene_17074,SPANXN4,chrX,431
gene_17075,SPANXN5,chrX,561
gene_17076,SPARCL1,chr4,4431
gene_17077,SPARC,chr5,3625
gene_17078,SPAST,chr2,5213
gene_17079,SPATA12,chr3,2413
gene_17080,SPATA13,chr13,15544
gene_17081,SPATA16,chr3,2107
gene_17082,SPATA17,chr1,1570
gene_17083,SPATA18,chr4,4686
gene_17084,SPATA19,chr11,866
gene_17085,SPATA1,,
gene_17086,SPATA20,chr17,4570
gene_17087,SPATA21,chr1,4160
gene_17088,SPATA22,chr17,2666
gene_17089,SPATA24,chr5,1393
gene_17090,SPATA2L,chr16,2958
gene_17091,SPATA2,chr20,4304
gene_17092,SPATA3,chr2,1821
gene_17093,SPATA4,chr4,1233
gene_17094,SPATA5L1,chr15,2802
gene_17095,SPATA5,chr4,8573
gene_17096,SPATA6,chr1,5056
gene_17097,SPATA7,chr14,3801
gene_17098,SPATA8,chr15,1023
gene_17099,SPATA9,chr5,3310
gene_17100,SPATC1,chr8,2036
gene_17101,SPATS1,chr6,2628
gene_17102,SPATS2L,chr2,7432
gene_17103,SPATS2,chr12,5362
gene_17104,SPC24,chr19,654
gene_17105,SPC25,chr2,1346
gene_17106,SPCS1,chr3,1084
gene_17107,SPCS2,chr11,2708
gene_17108,SPCS3,chr4,4596
gene_17109,SPDEF,chr6,1914
gene_17110,SPDYA,chr2,3261
gene_17111,SPDYC,chr11,882
gene_17112,SPDYE1,chr7,2650
gene_17113,SPDYE2,,
gene_17114,SPDYE3,chr7,3185
gene_17115,SPDYE4,chr17,923
gene_17116,SPDYE5,chr7,2667
gene_17117,SPDYE6,chr7,3145
gene_17118,SPDYE7P,chr7,6338
gene_17119,SPDYE8P,chr7,9648
gene_17120,SPEF1,chr20,1587
gene_17121,SPEF2,chr5,11186
gene_17122,SPEG,chr2,15892
gene_17123,SPEM1,chr17,982
gene_17124,SPEN,chr1,12508
gene_17125,SPERT,chr13,2077
gene_17126,SPESP1,chr15,1431
gene_17127,SPG11,chr15,9011
gene_17128,SPG20,chr13,6493
gene_17129,SPG21,chr15,1867
gene_17130,SPG7,chr16,5458
gene_17131,SPHAR,chr1,1122
gene_17132,SPHK1,chr17,4879
gene_17133,SPHK2,chr19,6794
gene_17134,SPHKAP,chr2,6913
gene_17135,SPI1,chr11,2331
gene_17136,SPIB,chr19,3793
gene_17137,SPIC,chr12,1234
gene_17138,SPIN1,chr9,5597
gene_17139,SPIN2A,chrX,1319
gene_17140,SPIN2B,chrX,2466
gene_17141,SPIN3,chrX,6221
gene_17142,SPIN4,chrX,4112
gene_17143,SPINK13,chr5,840
gene_17144,SPINK14,chr5,388
gene_17145,SPINK1,chr5,441
gene_17146,SPINK2,chr4,1813
gene_17147,SPINK4,chr9,368
gene_17148,SPINK5,chr5,4236
gene_17149,SPINK6,chr5,967
gene_17150,SPINK7,chr5,549
gene_17151,SPINK8,chr3,440
gene_17152,SPINK9,chr5,453
gene_17153,SPINLW1,chr20,5915
gene_17154,SPINT1,chr15,3230
gene_17155,SPINT2,chr19,1802
gene_17156,SPINT3,chr20,476
gene_17157,SPINT4,chr20,380
gene_17158,SPIRE1,chr18,5776
gene_17159,SPIRE2,chr16,4417
gene_17160,SPNS1,chr16,5377
gene_17161,SPNS2,chr17,4534
gene_17162,SPNS3,chr17,1893
gene_17163,SPN,chr16,7037
gene_17164,SPO11,chr20,1817
gene_17165,SPOCD1,chr1,7809
gene_17166,SPOCK1,chr5,5204
gene_17167,SPOCK2,chr10,7130
gene_17168,SPOCK3,chr4,4522
gene_17169,SPON1,chr11,5135
gene_17170,SPON2,chr4,7010
gene_17171,SPOPL,chr2,5734
gene_17172,SPOP,chr17,3715
gene_17173,SPP1,chr4,1814
gene_17174,SPP2,chr2,1019
gene_17175,SPPL2A,chr15,2003
gene_17176,SPPL2B,chr19,6156
gene_17177,SPPL3,chr12,5315
gene_17178,SPRED1,chr15,7255
gene_17179,SPRED2,chr2,4650
gene_17180,SPRED3,chr19,5285
gene_17181,SPRN,chr10,3173
gene_17182,SPRR1A,chr1,1258
gene_17183,SPRR1B,chr1,619
gene_17184,SPRR2A,chr1,744
gene_17185,SPRR2B,chr1,658
gene_17186,SPRR2C,chr1,678
gene_17187,SPRR2D,chr1,682
gene_17188,SPRR2E,chr1,678
gene_17189,SPRR2F,chr1,656
gene_17190,SPRR2G,chr1,650
gene_17191,SPRR3,chr1,1817
gene_17192,SPRR4,chr1,766
gene_17193,SPRY1,chr4,3041
gene_17194,SPRY2,chr13,3037
gene_17195,SPRY3,chrX,18076
gene_17196,SPRY4,chr5,4992
gene_17197,SPRYD3,chr12,2932
gene_17198,SPRYD4,chr12,2870
gene_17199,SPRYD5,chr11,1866
gene_17200,SPR,chr2,1459
gene_17201,SPSB1,chr1,3996
gene_17202,SPSB2,chr12,2076
gene_17203,SPSB3,chr16,3932
gene_17204,SPSB4,chr3,2531
gene_17205,SPTA1,chr1,8017
gene_17206,SPTAN1,chr9,11590
gene_17207,SPTBN1,chr2,14696
gene_17208,SPTBN2,chr11,9056
gene_17209,SPTBN4,chr19,12033
gene_17210,SPTBN5,chr15,11723
gene_17211,SPTB,chr14,10661
gene_17212,SPTLC1,chr9,7470
gene_17213,SPTLC2,chr14,8164
gene_17214,SPTLC3,chr20,5069
gene_17215,SPTY2D1,chr11,6058
gene_17216,SPZ1,chr5,1871
gene_17217,SQLE,chr8,2989
gene_17218,SQRDL,chr15,2179
gene_17219,SQSTM1,chr5,6201
gene_17220,SR140,chr3,9712
gene_17221,SRA1,chr5,2445
gene_17222,SRBD1,chr2,3774
gene_17223,SRCAP,chr16,12804
gene_17224,SRCIN1,chr17,10970
gene_17225,SRCRB4D,chr7,2910
gene_17226,SRC,chr20,4201
gene_17227,SRD5A1,chr5,2766
gene_17228,SRD5A2,chr2,2443
gene_17229,SRD5A3,chr4,4081
gene_17230,SREBF1,chr17,6854
gene_17231,SREBF2,chr22,4826
gene_17232,SRFBP1,chr5,2836
gene_17233,SRF,chr6,4380
gene_17234,SRGAP1,chr12,10473
gene_17235,SRGAP2,chr1,8035
gene_17236,SRGAP3,chr3,15753
gene_17237,SRGN,chr10,1254
gene_17238,SRI,chr7,3199
gene_17239,SRL,chr16,5592
gene_17240,SRMS,chr20,1516
gene_17241,SRM,chr1,1273
gene_17242,SRP14,chr15,1166
gene_17243,SRP19,chr5,3977
gene_17244,SRP54,chr14,2369
gene_17245,SRP68,chr17,3240
gene_17246,SRP72,chr4,4060
gene_17247,SRP9,chr1,5318
gene_17248,SRPK1,chr6,5162
gene_17249,SRPK2,chr7,5163
gene_17250,SRPK3,chrX,5019
gene_17251,SRPRB,chr3,2827
gene_17252,SRPR,chr11,3092
gene_17253,SRPX2,chrX,2190
gene_17254,SRPX,chrX,1903
gene_17255,SRRD,chr22,1492
gene_17256,SRRM1,chr1,4840
gene_17257,SRRM2,chr16,9582
gene_17258,SRRM3,chr7,8350
gene_17259,SRRM4,chr12,8477
gene_17260,SRRM5,chr19,2398
gene_17261,SRRT,chr7,3258
gene_17262,SRR,chr17,2962
gene_17263,SRXN1,chr20,3490
gene_17264,SRY,chrY,897
gene_17265,SS18L1,chr20,6344
gene_17266,SS18L2,chr3,815
gene_17267,SS18,chr18,3826
gene_17268,SSBP1,chr7,2898
gene_17269,SSBP2,chr5,4533
gene_17270,SSBP3,chr1,3254
gene_17271,SSBP4,chr19,1787
gene_17272,SSB,chr2,1944
gene_17273,SSC5D,chr19,5119
gene_17274,SSFA2,chr2,9278
gene_17275,SSH1,chr12,10290
gene_17276,SSH2,chr17,11443
gene_17277,SSH3,chr11,3668
gene_17278,SSNA1,chr9,941
gene_17279,SSPN,chr12,4780
gene_17280,SSPO,chr7,16424
gene_17281,SSR1,chr6,9858
gene_17282,SSR2,chr1,7191
gene_17283,SSR3,chr3,3854
gene_17284,SSR4,chrX,1297
gene_17285,SSRP1,chr11,3058
gene_17286,SSSCA1,chr11,654
gene_17287,SSTR1,chr14,4291
gene_17288,SSTR2,chr17,2964
gene_17289,SSTR3,chr22,2149
gene_17290,SSTR4,chr20,1258
gene_17291,SSTR5,chr16,5331
gene_17292,SST,chr3,632
gene_17293,SSU72,chr1,4676
gene_17294,SSX1,chrX,1253
gene_17295,SSX2IP,chr1,7887
gene_17296,SSX2,chrX,2900
gene_17297,SSX3,chrX,2017
gene_17298,SSX4,,
gene_17299,SSX5,chrX,1384
gene_17300,SSX6,chrX,2405
gene_17301,SSX7,chrX,1340
gene_17302,SSX8,chrX,1650
gene_17303,ST13,chr22,3240
gene_17304,ST14,chr11,3633
gene_17305,ST18,chr8,11348
gene_17306,ST20,chr15,1572
gene_17307,ST3GAL1,chr8,7650
gene_17308,ST3GAL2,chr16,6897
gene_17309,ST3GAL3,chr1,4376
gene_17310,ST3GAL4,chr11,3656
gene_17311,ST3GAL5,chr2,3499
gene_17312,ST3GAL6,chr3,3938
gene_17313,ST5,chr11,6499
gene_17314,ST6GAL1,chr3,4732
gene_17315,ST6GAL2,chr2,7068
gene_17316,ST6GALNAC1,chr17,2681
gene_17317,ST6GALNAC2,chr17,2105
gene_17318,ST6GALNAC3,chr1,3621
gene_17319,ST6GALNAC4,chr9,1691
gene_17320,ST6GALNAC5,chr1,2136
gene_17321,ST6GALNAC6,chr9,4562
gene_17322,ST7L,chr1,5798
gene_17323,ST7OT1,chr7,1888
gene_17324,ST7OT2,chr7,1947
gene_17325,ST7OT3,chr7,1024
gene_17326,ST7OT4,chr7,1572
gene_17327,ST7,chr7,4247
gene_17328,ST8SIA1,chr12,9714
gene_17329,ST8SIA2,chr15,5626
gene_17330,ST8SIA3,chr18,10153
gene_17331,ST8SIA4,chr5,7610
gene_17332,ST8SIA5,chr18,3869
gene_17333,ST8SIA6,chr10,1398
gene_17334,STAB1,chr3,9895
gene_17335,STAB2,chr12,8230
gene_17336,STAC2,chr17,3382
gene_17337,STAC3,chr12,1650
gene_17338,STAC,chr3,3346
gene_17339,STAG1,chr3,6352
gene_17340,STAG2,chrX,6613
gene_17341,STAG3L1,chr7,5202
gene_17342,STAG3L2,chr7,3895
gene_17343,STAG3L3,chr7,6027
gene_17344,STAG3L4,chr7,2202
gene_17345,STAG3,chr7,4927
gene_17346,STAM2,chr2,6364
gene_17347,STAMBPL1,chr10,14707
gene_17348,STAMBP,chr2,6980
gene_17349,STAM,chr10,3970
gene_17350,STAP1,chr4,1749
gene_17351,STAP2,chr19,2512
gene_17352,STARD10,chr11,2597
gene_17353,STARD13,chr13,8713
gene_17354,STARD3NL,chr7,1744
gene_17355,STARD3,chr17,4469
gene_17356,STARD4,chr5,3311
gene_17357,STARD5,chr15,1316
gene_17358,STARD6,chr18,663
gene_17359,STARD7,chr2,3558
gene_17360,STARD8,chrX,5133
gene_17361,STAR,chr8,2695
gene_17362,STAT1,chr2,5173
gene_17363,STAT2,chr12,4986
gene_17364,STAT3,chr17,5375
gene_17365,STAT4,chr2,5861
gene_17366,STAT5A,chr17,6256
gene_17367,STAT5B,chr17,5718
gene_17368,STAT6,chr12,4680
gene_17369,STATH,chr4,600
gene_17370,STAU1,chr20,4144
gene_17371,STAU2,chr8,8239
gene_17372,STBD1,chr4,2951
gene_17373,STC1,chr8,3877
gene_17374,STC2,chr5,5901
gene_17375,STEAP1,chr7,1651
gene_17376,STEAP2,chr7,8470
gene_17377,STEAP3,chr2,4584
gene_17378,STEAP4,chr7,4572
gene_17379,STH,chr17,445
gene_17380,STIL,chr1,7665
gene_17381,STIM1,chr11,4651
gene_17382,STIM2,chr4,5365
gene_17383,STIP1,chr11,2503
gene_17384,STK10,chr5,6019
gene_17385,STK11IP,chr2,5519
gene_17386,STK11,chr19,3276
gene_17387,STK16,chr2,4113
gene_17388,STK17A,chr7,3933
gene_17389,STK17B,chr2,5585
gene_17390,STK19,chr6,4641
gene_17391,STK24,chr13,4937
gene_17392,STK25,chr2,9100
gene_17393,STK31,chr7,4938
gene_17394,STK32A,chr5,3024
gene_17395,STK32B,chr4,3334
gene_17396,STK32C,chr10,4057
gene_17397,STK33,chr11,4560
gene_17398,STK35,chr20,6411
gene_17399,STK36,chr2,5046
gene_17400,STK38L,chr12,5667
gene_17401,STK38,chr6,4428
gene_17402,STK39,chr2,3274
gene_17403,STK3,chr8,3338
gene_17404,STK40,chr1,7766
gene_17405,STK4,chr20,7025
gene_17406,STL,chr6,5342
gene_17407,STMN1,chr1,3867
gene_17408,STMN2,chr8,2403
gene_17409,STMN3,chr20,2908
gene_17410,STMN4,chr8,2191
gene_17411,STOML1,chr15,2454
gene_17412,STOML2,chr9,1277
gene_17413,STOML3,chr13,1998
gene_17414,STOM,chr9,6447
gene_17415,STON1-GTF2A1L,chr2,4133
gene_17416,STON1,chr2,5633
gene_17417,STON2,chr14,17769
gene_17418,STOX1,chr10,4070
gene_17419,STOX2,chr4,4703
gene_17420,STRA13,chr17,870
gene_17421,STRA6,chr15,7335
gene_17422,STRA8,chr7,993
gene_17423,STRADA,chr17,6465
gene_17424,STRADB,chr2,3142
gene_17425,STRAP,chr12,1944
gene_17426,STRBP,chr9,6765
gene_17427,STRC,chr15,9951
gene_17428,STRN3,chr14,4222
gene_17429,STRN4,chr19,3954
gene_17430,STRN,chr2,14110
gene_17431,STS,chrX,7088
gene_17432,STT3A,chr11,3356
gene_17433,STT3B,chr3,2836
gene_17434,STUB1,chr16,1890
gene_17435,STX10,chr19,2136
gene_17436,STX11,chr6,5504
gene_17437,STX12,chr1,3079
gene_17438,STX16,chr20,6227
gene_17439,STX17,chr9,9004
gene_17440,STX18,chr4,2157
gene_17441,STX19,chr3,1156
gene_17442,STX1A,chr7,2295
gene_17443,STX1B,chr16,4703
gene_17444,STX2,chr12,3513
gene_17445,STX3,chr11,6586
gene_17446,STX4,chr16,2258
gene_17447,STX5,chr11,2641
gene_17448,STX6,chr1,4535
gene_17449,STX7,chr6,4366
gene_17450,STX8,chr17,968
gene_17451,STXBP1,chr9,3967
gene_17452,STXBP2,chr19,5167
gene_17453,STXBP3,chr1,2602
gene_17454,STXBP4,chr17,7428
gene_17455,STXBP5L,chr3,9365
gene_17456,STXBP5,chr6,10962
gene_17457,STXBP6,chr14,5299
gene_17458,STYK1,chr12,2995
gene_17459,STYXL1,chr7,3310
gene_17460,STYX,chr14,4982
gene_17461,SUB1,chr5,3809
gene_17462,SUCLA2,chr13,2809
gene_17463,SUCLG1,chr2,2085
gene_17464,SUCLG2,chr3,2663
gene_17465,SUCNR1,chr3,1650
gene_17466,SUDS3,chr12,4728
gene_17467,SUFU,chr10,7026
gene_17468,SUGT1L1,chr13,1049
gene_17469,SUGT1P1,chr9,769
gene_17470,SUGT1,chr13,1914
gene_17471,SULF1,chr8,7499
gene_17472,SULF2,chr20,5241
gene_17473,SULT1A1,chr16,3061
gene_17474,SULT1A2,chr16,1398
gene_17475,SULT1A3,chr16,2592
gene_17476,SULT1B1,chr4,1309
gene_17477,SULT1C2,chr2,3334
gene_17478,SULT1C3,chr2,915
gene_17479,SULT1C4,chr2,1664
gene_17480,SULT1E1,chr4,2218
gene_17481,SULT2A1,chr19,1987
gene_17482,SULT2B1,chr19,1548
gene_17483,SULT4A1,chr22,2731
gene_17484,SULT6B1,chr2,1018
gene_17485,SUMF1,chr3,4281
gene_17486,SUMF2,chr7,2631
gene_17487,SUMO1P1,chr20,1209
gene_17488,SUMO1P3,chr1,1206
gene_17489,SUMO1,chr2,1527
gene_17490,SUMO2,chr17,1066
gene_17491,SUMO3,chr21,2050
gene_17492,SUMO4,chr6,688
gene_17493,SUN1,chr7,8155
gene_17494,SUN2,chr22,4659
gene_17495,SUN3,chr7,1789
gene_17496,SUN5,chr20,1252
gene_17497,SUOX,chr12,3748
gene_17498,SUPT16H,chr14,5473
gene_17499,SUPT3H,chr6,4880
gene_17500,SUPT4H1,chr17,1702
gene_17501,SUPT5H,chr19,6696
gene_17502,SUPT6H,chr17,7800
gene_17503,SUPT7L,chr2,6431
gene_17504,SUPV3L1,chr10,2609
gene_17505,SURF1,chr9,1037
gene_17506,SURF2,chr9,844
gene_17507,SURF4,chr9,3973
gene_17508,SURF6,chr9,2317
gene_17509,SUSD1,chr9,3061
gene_17510,SUSD2,chr22,3183
gene_17511,SUSD3,chr9,1304
gene_17512,SUSD4,chr1,4155
gene_17513,SUSD5,chr3,5005
gene_17514,SUV39H1,chrX,3441
gene_17515,SUV39H2,chr10,3587
gene_17516,SUV420H1,chr11,6394
gene_17517,SUV420H2,chr19,3172
gene_17518,SUZ12P,chr17,2614
gene_17519,SUZ12,chr17,4477
gene_17520,SV2A,chr1,5304
gene_17521,SV2B,chr15,13378
gene_17522,SV2C,chr5,2362
gene_17523,SVEP1,chr9,15896
gene_17524,SVIL,chr10,9621
gene_17525,SVIP,chr11,1389
gene_17526,SVOPL,chr7,1819
gene_17527,SVOP,chr12,3310
gene_17528,SWAP70,chr11,6607
gene_17529,SYAP1,chrX,3606
gene_17530,SYBU,chr8,5848
gene_17531,SYCE1L,chr16,972
gene_17532,SYCE1,chr10,3851
gene_17533,SYCE2,chr19,933
gene_17534,SYCN,chr19,482
gene_17535,SYCP1,chr1,3728
gene_17536,SYCP2L,chr6,3493
gene_17537,SYCP2,chr20,5960
gene_17538,SYCP3,chr12,1386
gene_17539,SYDE1,chr19,5298
gene_17540,SYDE2,chr1,6749
gene_17541,SYF2,chr1,4420
